E02;https://www.culture.leclerc/musique-u
E0206;https://www.culture.leclerc/musique-u/electro-u
E020601;https://www.culture.leclerc/musique-u/electro-u/dance-u
E020602;https://www.culture.leclerc/musique-u/electro-u/techno-jungle-trance-house-u
E020603;https://www.culture.leclerc/musique-u/electro-u/electro-trip-hop-drum-n-bass-u
E020604;https://www.culture.leclerc/musique-u/electro-u/divers-u
E020605;https://www.culture.leclerc/musique-u/electro-u/informatique-u
E020606;https://www.culture.leclerc/musique-u/electro-u/divers-u
E0201;https://www.culture.leclerc/musique-u/variete-francaise-u
E020101;https://www.culture.leclerc/musique-u/variete-francaise-u/rock-francais-u
E020102;https://www.culture.leclerc/musique-u/variete-francaise-u/chanson-francais-u
E020103;https://www.culture.leclerc/musique-u/variete-francaise-u/pop-rock-francais-u
E020104;https://www.culture.leclerc/musique-u/variete-francaise-u/retro-francais-u
E020105;https://www.culture.leclerc/musique-u/variete-francaise-u/divers-u
E020106;https://www.culture.leclerc/musique-u/variete-francaise-u/divers-u
E0202;https://www.culture.leclerc/musique-u/variete-internationale-u
E020201;https://www.culture.leclerc/musique-u/variete-internationale-u/pop-international-u
E020202;https://www.culture.leclerc/musique-u/variete-internationale-u/rock-international-u
E020203;https://www.culture.leclerc/musique-u/variete-internationale-u/divers-u
E020204;https://www.culture.leclerc/musique-u/variete-internationale-u/classique-romantique-u
E020205;https://www.culture.leclerc/musique-u/variete-internationale-u/classique-sonate-u
E020206;https://www.culture.leclerc/musique-u/variete-internationale-u/classique-symphonie-u
E020207;https://www.culture.leclerc/musique-u/variete-internationale-u/concertos-u
E020208;https://www.culture.leclerc/musique-u/variete-internationale-u/divers-classique-u
E020209;https://www.culture.leclerc/musique-u/variete-internationale-u/musique-ancienne-u
E020210;https://www.culture.leclerc/musique-u/variete-internationale-u/musique-baroque-u
E020211;https://www.culture.leclerc/musique-u/variete-internationale-u/musique-contemporaine-et-experimentale-u
E020212;https://www.culture.leclerc/musique-u/variete-internationale-u/musique-de-chambre-u
E020213;https://www.culture.leclerc/musique-u/variete-internationale-u/recitals-instrumentaux-u
E020214;https://www.culture.leclerc/musique-u/variete-internationale-u/divers-u
E0203;https://www.culture.leclerc/musique-u/hard-metal-u
E020301;https://www.culture.leclerc/musique-u/hard-metal-u/hard-rock-u
